,id,file,site,strip_id,cloud_cover,Site_ID,src_directory,filenames,Date,ozone_AQI,pm2.5_AQI,AQI,class,pm2.5_class,AQI_class,pm2.5_AQI_class,set
83,71_12,20200728_182256_65_1065,12.0,3607385.0,0.17,60710012,county_site,71_12_20200728_182256_65_1065_3B_Visual_clip.jpg,2020-07-28,129.0,0.0,129.0,2,,Unhealthy,,train
84,71_12,20200622_182338_60_106a,12.0,3507707.0,0.23,60710012,county_site,71_12_20200622_182338_60_106a_3B_Visual_clip.jpg,2020-06-22,147.0,0.0,147.0,2,,Unhealthy,,test
85,71_12,20190821_182820_82_1057,12.0,2617610.0,0.23,60710012,county_site,71_12_20190821_182820_82_1057_3B_Visual_clip.jpg,2019-08-21,147.0,0.0,147.0,2,,Unhealthy,,test
86,71_12,20190810_184213_47_106e,12.0,2590947.0,0.16,60710012,county_site,71_12_20190810_184213_47_106e_3B_Visual_clip.jpg,2019-08-10,90.0,0.0,90.0,1,,Moderate,,train
87,71_12,20200720_182129_48_1065,12.0,3587283.0,0.2,60710012,county_site,71_12_20200720_182129_48_1065_3B_Visual_clip.jpg,2020-07-20,122.0,0.0,122.0,2,,Unhealthy,,train
88,71_12,20200703_182428_72_106d,12.0,3538889.0,0.15,60710012,county_site,71_12_20200703_182428_72_106d_3B_Visual_clip.jpg,2020-07-03,77.0,0.0,77.0,1,,Moderate,,valid
89,71_12,20190826_184102_68_1063,12.0,2629134.0,0.22,60710012,county_site,71_12_20190826_184102_68_1063_3B_Visual_clip.jpg,2019-08-26,112.0,0.0,112.0,2,,Unhealthy,,train
90,71_12,20200619_182445_93_1069,12.0,3499312.0,0.18,60710012,county_site,71_12_20200619_182445_93_1069_3B_Visual_clip.jpg,2020-06-19,112.0,0.0,112.0,2,,Unhealthy,,train
91,71_12,20191005_183909_16_1065,12.0,2728964.0,0.19,60710012,county_site,71_12_20191005_183909_16_1065_3B_Visual_clip.jpg,2019-10-05,97.0,0.0,97.0,1,,Moderate,,train
92,71_12,20191018_183907_41_106a,12.0,2762274.0,0.17,60710012,county_site,71_12_20191018_183907_41_106a_3B_Visual_clip.jpg,2019-10-18,42.0,0.0,42.0,0,,Good,,train
93,71_12,20170909_175219_0f4e,12.0,743417.0,0.16,60710012,county_site,71_12_20170909_175219_0f4e_3B_Visual_clip.jpg,2017-09-09,64.0,0.0,64.0,1,,Moderate,,train
94,71_12,20200611_182225_05_1069,12.0,3477742.0,0.18,60710012,county_site,71_12_20200611_182225_05_1069_3B_Visual_clip.jpg,2020-06-11,122.0,0.0,122.0,2,,Unhealthy,,train
95,71_12,20200611_174635_08_2259,12.0,3477241.0,0.0,60710012,county_site,71_12_20200611_174635_08_2259_3B_Visual_clip.jpg,2020-06-11,122.0,0.0,122.0,2,,Unhealthy,,test
96,71_12,20191031_183822_20_106b,12.0,2799217.0,0.1,60710012,county_site,71_12_20191031_183822_20_106b_3B_Visual_clip.jpg,2019-10-31,36.0,0.0,36.0,0,,Good,,test
97,37_1103,20190907_184127_23_106c,1103.0,2658794.0,0.14,60371103,county_site,37_1103_20190907_184127_23_106c_3B_Visual_clip.jpg,2019-09-07,40.0,40.0,40.0,0,0.0,Good,Good,test
98,37_1103,20200904_182241_79_106c,1103.0,3702734.0,0.13,60371103,county_site,37_1103_20200904_182241_79_106c_3B_Visual_clip.jpg,2020-09-04,129.0,78.0,129.0,2,1.0,Unhealthy,Moderate,train
99,37_1103,20190419_181437_0f15,1103.0,2296310.0,0.24,60371103,county_site,37_1103_20190419_181437_0f15_3B_Visual_clip.jpg,2019-04-19,40.0,68.0,68.0,1,1.0,Moderate,Moderate,train
100,37_1103,20200324_174738_77_2259,1103.0,3258597.0,0.14,60371103,county_site,37_1103_20200324_174738_77_2259_3B_Visual_clip.jpg,2020-03-24,32.0,15.0,32.0,0,0.0,Good,Good,train
101,37_1103,20200324_174736_97_2259,1103.0,3258597.0,0.09,60371103,county_site,37_1103_20200324_174736_97_2259_3B_Visual_clip.jpg,2020-03-24,32.0,15.0,32.0,0,0.0,Good,Good,train
102,37_1103,20201005_182116_43_106b,,,0.3,60371103,county_site,37_1103_20201005_182116_43_106b_3B_Visual_clip.jpg,2020-10-05,140.0,121.0,140.0,2,2.0,Unhealthy,Unhealthy,train
103,37_1103,20190623_181607_1105,1103.0,2468805.0,0.16,60371103,county_site,37_1103_20190623_181607_1105_3B_Visual_clip.jpg,2019-06-23,41.0,37.0,41.0,0,0.0,Good,Good,train
104,37_1103,20180129_175907_1004,1103.0,1123064.0,0.16,60371103,county_site,37_1103_20180129_175907_1004_3B_Visual_clip.jpg,2018-01-29,27.0,32.0,32.0,0,0.0,Good,Good,train
105,37_1103,20190807_184428_47_106b,1103.0,2583268.0,0.21,60371103,county_site,37_1103_20190807_184428_47_106b_3B_Visual_clip.jpg,2019-08-07,43.0,53.0,53.0,1,1.0,Moderate,Moderate,test
106,37_1103,20190807_182646_12_1066,1103.0,2582995.0,0.23,60371103,county_site,37_1103_20190807_182646_12_1066_3B_Visual_clip.jpg,2019-08-07,43.0,53.0,53.0,1,1.0,Moderate,Moderate,valid
107,37_1103,20190820_182808_30_105a,1103.0,2614960.0,0.13,60371103,county_site,37_1103_20190820_182808_30_105a_3B_Visual_clip.jpg,2019-08-20,46.0,43.0,46.0,0,0.0,Good,Good,train
108,37_1103,20191101_183231_21_1064,1103.0,2801604.0,0.12,60371103,county_site,37_1103_20191101_183231_21_1064_3B_Visual_clip.jpg,2019-11-01,31.0,38.0,38.0,0,0.0,Good,Good,train
109,37_1103,20190914_184314_17_106a,1103.0,2676232.0,0.12,60371103,county_site,37_1103_20190914_184314_17_106a_3B_Visual_clip.jpg,2019-09-14,108.0,54.0,108.0,2,1.0,Unhealthy,Moderate,test
110,37_1103,20200308_183315_74_106b,1103.0,3212226.0,0.17,60371103,county_site,37_1103_20200308_183315_74_106b_3B_Visual_clip.jpg,2020-03-08,29.0,10.0,29.0,0,0.0,Good,Good,train
111,37_1103,20200809_184714_11_105d,1103.0,3637373.0,0.17,60371103,county_site,37_1103_20200809_184714_11_105d_3B_Visual_clip.jpg,2020-08-09,41.0,47.0,47.0,0,0.0,Good,Good,train
112,37_1103,20191012_183051_01_1060,1103.0,2745465.0,0.1,60371103,county_site,37_1103_20191012_183051_01_1060_3B_Visual_clip.jpg,2019-10-12,80.0,67.0,80.0,1,1.0,Moderate,Moderate,valid
113,37_1103,20200104_183510_74_1059,1103.0,3001108.0,0.15,60371103,county_site,37_1103_20200104_183510_74_1059_3B_Visual_clip.jpg,2020-01-04,20.0,69.0,69.0,1,1.0,Moderate,Moderate,valid
114,37_1103,20200119_183747_16_1061,1103.0,3049869.0,0.2,60371103,county_site,37_1103_20200119_183747_16_1061_3B_Visual_clip.jpg,2020-01-19,20.0,33.0,33.0,0,0.0,Good,Good,test
115,37_1103,20190919_184157_54_1067,1103.0,2688869.0,0.2,60371103,county_site,37_1103_20190919_184157_54_1067_3B_Visual_clip.jpg,2019-09-19,33.0,34.0,34.0,0,0.0,Good,Good,train
116,37_1103,20191229_183521_64_1060,1103.0,2982673.0,0.21,60371103,county_site,37_1103_20191229_183521_64_1060_3B_Visual_clip.jpg,2019-12-29,26.0,57.0,57.0,1,1.0,Moderate,Moderate,train
117,37_1103,20201003_182957_08_105c,,,0.3,60371103,county_site,37_1103_20201003_182957_08_105c_3B_Visual_clip.jpg,2020-10-03,174.0,88.0,174.0,2,1.0,Unhealthy,Moderate,test
118,37_1103,20200814_184536_82_1064,1103.0,3650200.0,0.17,60371103,county_site,37_1103_20200814_184536_82_1064_3B_Visual_clip.jpg,2020-08-14,47.0,56.0,56.0,1,1.0,Moderate,Moderate,test
119,37_1103,20190904_183252_69_105d,1103.0,2651420.0,0.11,60371103,county_site,37_1103_20190904_183252_69_105d_3B_Visual_clip.jpg,2019-09-04,43.0,43.0,43.0,0,0.0,Good,Good,train
120,37_1103,20200909_181650_101b,1103.0,3714665.0,0.21,60371103,county_site,37_1103_20200909_181650_101b_3B_Visual_clip.jpg,2020-09-09,37.0,61.0,61.0,1,1.0,Moderate,Moderate,train
121,37_1103,20200909_175206_56_222f,1103.0,3714302.0,0.0,60371103,county_site,37_1103_20200909_175206_56_222f_3B_Visual_clip.jpg,2020-09-09,37.0,61.0,61.0,1,1.0,Moderate,Moderate,test
122,37_1103,20200718_182456_05_1062,1103.0,3581625.0,0.11,60371103,county_site,37_1103_20200718_182456_05_1062_3B_Visual_clip.jpg,2020-07-18,39.0,22.0,39.0,0,0.0,Good,Good,train
123,37_1103,20200830_182917_32_105c,1103.0,3689385.0,0.12,60371103,county_site,37_1103_20200830_182917_32_105c_3B_Visual_clip.jpg,2020-08-30,50.0,53.0,53.0,1,1.0,Moderate,Moderate,train
124,37_1103,20191007_184113_81_1062,1103.0,2733926.0,0.1,60371103,county_site,37_1103_20191007_184113_81_1062_3B_Visual_clip.jpg,2019-10-07,51.0,53.0,53.0,1,1.0,Moderate,Moderate,valid
125,37_1103,20181124_181013_0f43,1103.0,1874599.0,0.1,60371103,county_site,37_1103_20181124_181013_0f43_3B_Visual_clip.jpg,2018-11-24,25.0,59.0,59.0,1,1.0,Moderate,Moderate,train
126,37_1103,20191001_184151_39_106a,1103.0,2718916.0,0.15,60371103,county_site,37_1103_20191001_184151_39_106a_3B_Visual_clip.jpg,2019-10-01,40.0,40.0,40.0,0,0.0,Good,Good,train
127,37_1103,20200523_184433_52_1058,1103.0,3422524.0,0.18,60371103,county_site,37_1103_20200523_184433_52_1058_3B_Visual_clip.jpg,2020-05-23,46.0,50.0,50.0,0,0.0,Good,Good,test
128,37_1103,20200523_175024_54_2278,1103.0,3422658.0,0.0,60371103,county_site,37_1103_20200523_175024_54_2278_3B_Visual_clip.jpg,2020-05-23,46.0,50.0,50.0,0,0.0,Good,Good,train
129,37_1103,20190610_184549_72_1068,1103.0,2434297.0,0.17,60371103,county_site,37_1103_20190610_184549_72_1068_3B_Visual_clip.jpg,2019-06-10,71.0,49.0,71.0,1,0.0,Moderate,Good,valid
130,37_1103,20200509_184244_41_1057,1103.0,3383137.0,0.17,60371103,county_site,37_1103_20200509_184244_41_1057_3B_Visual_clip.jpg,2020-05-09,48.0,63.0,63.0,1,1.0,Moderate,Moderate,train
131,37_1103,20201011_184747_08_1061,,,0.3,60371103,county_site,37_1103_20201011_184747_08_1061_3B_Visual_clip.jpg,2020-10-11,46.0,53.0,53.0,1,1.0,Moderate,Moderate,test
132,37_1103,20191016_183357_70_1058,1103.0,2756232.0,0.2,60371103,county_site,37_1103_20191016_183357_70_1058_3B_Visual_clip.jpg,2019-10-16,42.0,52.0,52.0,1,1.0,Moderate,Moderate,valid
